primaryTitle	averageRating	numVotes	tconst
Paths	9.5	893	tt6559376
Episode #1.5	9.5	1376	tt6540380
11. Bolum	9.5	543	tt6461898
Cheer Up Pops	9.5	3388	tt6381880
Islands Part 8: The Light Cloud	9.5	1802	tt6355376
Amarsi Un Pò	9.5	3022	tt6305630
Another One Bites the Dust, Part 2	9.5	2037	tt6293842
Episode #1.4	9.5	1335	tt6293066
Episode #1.2	9.5	1412	tt6255742
The Perfect Pear	9.5	874	tt6240452
No Train No Gain	9.5	3313	tt6174620
Memphis	9.5	5225	tt6142668
Wakai no shirushi	9.5	2829	tt6089392
The Trial	9.5	1759	tt5969452
Character and Fitness	9.5	5074	tt5937924
God of War	9.5	38080	tt5838588
Rigby's Graduation Day Special	9.5	3468	tt5812092
Burrito Bowl	9.5	548	tt5711604
Home	9.5	11199	tt5690552
Episode #1.10	9.5	611	tt5600474
The Day the Demon Cried	9.5	1016	tt5508826
The More Precious the Burden, the Heavier and More Difficult It Is to Shoulder It	9.5	906	tt5506666
Planet Earth II	9.5	159636	tt5491994
The Hall of Egress	9.5	2042	tt5490178
Graduation Time	9.5	962	tt5429798
Shoguns of Light and Shadow	9.5	1089	tt5338910
The Book of Nora	9.5	8482	tt5338044
The Answer	9.5	1825	tt5307414
Seeing Red	9.5	639	tt5281408
Plan Bea	9.5	536	tt5281402
The Strongest Hero	9.5	6829	tt5271822
Tick Tock	9.5	4345	tt5181372
Weirdmageddon	9.5	3830	tt5107700
What Did We Do?	9.5	3669	tt5075866
Breach	9.5	2681	tt5072092
Bloodborne: The Old Hunters	9.5	2233	tt5032376
Total Rickall	9.5	21024	tt4832262
Long Journey, Farewell My Friends	9.5	2393	tt4789474
Dio's World, Part 3	9.5	2470	tt4771558
Dio's World, Part 2	9.5	2337	tt4744462
Part 16	9.5	5956	tt4706148
.exe	9.5	4119	tt4679212
Brilliant Century Duck Crisis Special	9.5	3367	tt4659842
Blood and Fire	9.5	586	tt4617118
Government Surveillance	9.5	730	tt4582310
Rose's Scabbard	9.5	2047	tt4560266
Asylum	9.5	4488	tt4540234
I Live Here Now	9.5	8808	tt4510954
20. Bölüm	9.5	3455	tt4494640
The Gang Goes to a Water Park	9.5	5651	tt4463994
Requiem	9.5	3966	tt4448236
13. Bölüm	9.5	3510	tt4408266
Connection Lost	9.5	8551	tt4389744
XXVIII.	9.5	3438	tt4384708
Episode #3.6	9.5	12789	tt4370552
The Real Thomas	9.5	3384	tt4206538
On a Moonless Night, Insects Are Drawn to the Light	9.5	934	tt4171542
Fast Enough	9.5	13260	tt4146568
OVA: No Regrets - Part 2	9.5	10679	tt4041680
There's Something Else Going On	9.5	6554	tt4023224
The Climb	9.5	12423	tt4006548
Dragonfly in Amber	9.5	5557	tt3972954
Fear Her	9.5	628	tt3905002
Dumb Starbucks	9.5	1398	tt3844774
Tribal	9.5	3763	tt3842948
A Fixer of Sorts	9.5	4723	tt3842946
Leslie and Ron	9.5	4516	tt3784778
One Last Ride	9.5	5357	tt3748226
Waterloo	9.5	3748	tt3740788
Tsunagareru mono	9.5	1743	tt3719468
Episode #2.6	9.5	14634	tt3683576
Ore wa jigoku ni iru	9.5	2512	tt3413220
How Your Mother Met Me	9.5	10981	tt3390684
From a Cradle to a Grave	9.5	3099	tt3329334
Chapter 26	9.5	7165	tt3326208
Imao o zutto aishiteru	9.5	3268	tt3288964
Mr Shudai	9.5	523	tt32415485
Limon Agaci	9.5	755	tt32407876
A Mother's Work	9.5	5069	tt3240510
Agora Meyhanesi	9.5	795	tt3239396
...Ama Herkes Ölmez	9.5	596	tt3221452
The Strongest Form of Humanity! The Seraphim's Powers	9.5	5714	tt32113273
Crushing Blow: The 57th Exterior Scouting Mission, Part 5	9.5	26122	tt3148020
Goodbye	9.5	677	tt31309233
The Winner Takes All! Law vs. Blackbeard!	9.5	8401	tt31158074
Nike: Training Club	9.5	2344	tt30893221
Sapne Vs Zimmedari	9.5	4976	tt30273837
Mahô no takami	9.5	1527	tt30220962
Thunderclap - Part 2	9.5	14393	tt29621867
Thunderclap	9.5	16212	tt29621863
The Tale of the Ronin and the Bride	9.5	5096	tt29550532
Lipton Ice Tea	9.5	2392	tt29466076
Uddeshya	9.5	579	tt29363506
H&M: Selected by Kerem Bürsin	9.5	3263	tt29343537
Where There's a Will, There's a Slay	9.5	561	tt28754521
The Werking Dead	9.5	560	tt28754519
And That's the End of It. There's Nothing Else	9.5	530	tt28621636
Black	9.5	4225	tt28478483
Nimmellara Aashirvada	9.5	613	tt28435593
God Mode	9.5	4571	tt2832792
Believe	9.5	5106	tt28244508
All In	9.5	5867	tt28244505
Chapter 14	9.5	9461	tt2811510
Tophane	9.5	1035	tt2792294
Form and Void	9.5	31407	tt2790254
The Secret Fate of All Life	9.5	27108	tt2790196
Troll 3	9.5	1093	tt27653896
The Strike of an Ifrit! Sanji vs. Queen	9.5	24401	tt27647886
Looking for Love	9.5	983	tt27304947
This Must Be the Place	9.5	625	tt27120094
Nika	9.5	1037	tt2708392
Mother and Children	9.5	2984	tt27033613
Four Minutes	9.5	3788	tt26897484
Cihangir Camii	9.5	1229	tt2667956
Rumelihan	9.5	1285	tt2644984
Demirbahce	9.5	1312	tt2644982
Episode #1.9	9.5	541	tt26439617
Way Home	9.5	4651	tt26432195
Episode #1.8	9.5	767	tt26008484
Episode #1.5	9.5	677	tt24658226
Desi Vibes with Shehnaaz Gill	9.5	706	tt24484654
Yondaime Hokage	9.5	2341	tt2404464
Chibaku Tensei	9.5	2679	tt2404462
Confession ~The Future~	9.5	1534	tt23994498
Maiden Heaven: Part 1	9.5	1502	tt23875708
Heavy Forecast: Part 2	9.5	1256	tt23875694
Ichigo Dies! Orihime, the Cry of Sorrow!	9.5	2479	tt2378650
Sahebs Who Never Left - Part 1: The Origins	9.5	4142	tt23644208
You Know Those Year-end Parties Where You Keep Drinking Until You've Forgotten Everything That Happened the Past Year? There Are a Few Things You're Not Supposed to Forget	9.5	837	tt2361722
The Fire	9.5	12362	tt23471800
Alpha Bravo Charlie	9.5	1863	tt2298792
Bullet	9.5	560	tt22756110
Beginnings, Part 2	9.5	4554	tt2268126
Two Impostors	9.5	3174	tt2261334
Yondaime no shitô!!	9.5	3034	tt2232733
Arigatô	9.5	3298	tt2232731
Shûen	9.5	2485	tt2206695
The Conclusion! Luffy's Accelerating Fist of the Supreme King	9.5	5464	tt22050490
Depths	9.5	3172	tt2186266
The Lord of the Rings: The Two Towers - Special Extended Edition Scenes	9.5	881	tt21811594
And Now His Watch Is Ended	9.5	42964	tt2178798
Achievement Point	9.5	2606	tt2157959
Surpass the Emperor of the Sea! Luffy Strikes Back with an Iron Fist!	9.5	6388	tt21480058
The Supernovas Strike Back! The Mission to Tear Apart the Emperors!	9.5	4726	tt21357656
With Open Eyes	9.5	21524	tt21152040
Grand Theft Auto V	9.5	72731	tt2103188
Ek Rupaya	9.5	591	tt21028854
Lions and Lambs	9.5	3132	tt2092593
The Kennedy Davenport Center Honors Hall of Shade	9.5	944	tt20852130
Onesies	9.5	795	tt20262336
Barrage of Powerful Techniques! The Fierce Attacks of the Worst Generation!	9.5	17345	tt20236974
The Tale of Jiraiya the Gallant	9.5	6202	tt1989158
Meet the Queens of All Stars 7!	9.5	604	tt19710850
A Soul Becomes a Star	9.5	552	tt19356736
Strawberries and Cream: Part 2	9.5	3454	tt1909673
Miguel	9.5	2818	tt19064724
Retrospective	9.5	28791	tt18856536
For a Few Paintballs More	9.5	7081	tt1862636
Shanks Kenzan! Choujou Sensou Tsui ni Shuuketsu	9.5	4774	tt1858363
Hisshi no Sakebi: Unmei o Kaeru Yuuki Aru Suubyou	9.5	4817	tt1848733
Glorious Purpose	9.5	25386	tt18271352
starting now	9.5	6436	tt18257408
Advanced Dungeons & Dragons	9.5	7735	tt1824317
Review	9.5	12959	tt18233708
Ace Kyuushutsu! Shirohige Saigo no Senchou Meirei!	9.5	4967	tt1805117
Shokei Shikkou Shirei Kudaru: Houiheki o Toppa Seyo!	9.5	4195	tt1799490
Sorezore no Eranda Michi: Luffy vs Garp!	9.5	4387	tt1799489
Episode #1.9	9.5	4583	tt17941224
Arkadas Canlisi	9.5	2051	tt17543878
Layered Memories	9.5	11629	tt16972222
End Times	9.5	31801	tt1683087
Seizetsunaru hangeki	9.5	3215	tt1673082
Half Measures	9.5	33233	tt1615552
Execution	9.5	1846	tt1614188
Raid! Inheriting Oden's Will	9.5	6472	tt15566072
Rain	9.5	899	tt15551024
Mass Effect 2	9.5	21624	tt1540125
BnfTV	9.5	594	tt15382090
Tenko Shimura: Origin	9.5	2720	tt15360920
Visualization	9.5	554	tt15355334
Stand Still Like the Hummingbird	9.5	12732	tt15319556
Help Me	9.5	5517	tt1503406
Kaido's Trump Card - Introducing the Tobi Roppo	9.5	14050	tt14984112
Shinazaru mono no shi	9.5	4414	tt1484138
Yabai yarô	9.5	5316	tt14793314
Strongest	9.5	567	tt14755320
Watching and Dreaming	9.5	1658	tt14697846
And so, begin again	9.5	4926	tt14691148
Eternal Sunshine of the Helpless Mind.	9.5	4800	tt14691138
You Don't Deserve My Blood	9.5	2552	tt14607188
Oden Wouldn't Be Oden If It Wasn't Boiled!	9.5	10507	tt14571480
Plan B	9.5	6894	tt14471770
Hello, Dexter Morgan	9.5	7786	tt1444420
Taishou Kizuru no Moukou Mugiwara Ichimi Zettaizetsumei!	9.5	4419	tt1438164
Now or Never	9.5	3085	tt1435079
The Pirate King is Born: Arriving at the Last Island!	9.5	24961	tt14180486
Episode #1.47	9.5	3412	tt14151312
Episode #1.38	9.5	3423	tt14151232
Episode #1.36	9.5	3411	tt14151210
Episode #1.32	9.5	3426	tt14151176
Episode #1.30	9.5	3425	tt14151148
Episode #1.29	9.5	3431	tt14151132
Episode #1.23	9.5	3430	tt14151058
Episode #1.16	9.5	3435	tt14150936
Episode #1.13	9.5	3438	tt14150888
Episode #1.11	9.5	3458	tt14150852
Episode #1.10	9.5	3467	tt14143098
Sole Salvation	9.5	35299	tt14134628
Children of the Forest	9.5	37244	tt14093766
Chuck Versus the Ring	9.5	2407	tt1408495
Blades Crossed! Roger and Whitebeard!	9.5	9494	tt14045250
The Great War Breaks Out	9.5	2627	tt13891988
Big News! The Warlords Attack Incident	9.5	10620	tt13701034
Dave	9.5	1416	tt13694982
Chapter 8: The Fifty Year Night	9.5	606	tt13642466
All Sales Final	9.5	2498	tt13633896
Only a Heated Touch Truly Conveys the Sentiment	9.5	602	tt13059246
Killian	9.5	3736	tt1302187
Eien no koku	9.5	1846	tt1259407
The Value of Life	9.5	1640	tt12496216
Why We Fight	9.5	11237	tt1247470
Pitons	9.5	1127	tt12356686
Save the Cat	9.5	1613	tt12326192
Agony of a Witch	9.5	1611	tt12200822
Sozin's Comet, Part 2: The Old Masters	9.5	6803	tt1204263
Episode #1.14	9.5	982	tt1186853
Episode #1.13	9.5	1034	tt1186852
Episode #1.9	9.5	528	tt1169503
Episode #1.11	9.5	524	tt1169490
Episode #1.10	9.5	532	tt1169489
Episode #1.1	9.5	1197	tt1169488
Zoey's Extraordinary Dad	9.5	1389	tt11690894
Episode #1.4	9.5	1202	tt1164128
A Reunion Across Time and Space	9.5	1148	tt11566784
Mastermind	9.5	1334	tt11474208
Lemillion	9.5	3549	tt11470614
Hakai-teki! Ichigeki Hissatsu no Raimei Hakke!	9.5	5687	tt11411940
Finally Clashing! The Ferocious Luffy vs. Kaido!	9.5	6307	tt11411938
Lone Wolf	9.5	4469	tt11294356
United Front	9.5	4240	tt11294350
Unus Annus	9.5	1416	tt11289784
Londra Merkez	9.5	2062	tt11207734
The Better Feelings of My Heart	9.5	2817	tt11194730
The Avatar and the Fire Lord	9.5	6765	tt1117701
Socks Are Important	9.5	1258	tt11098024
Jail	9.5	1589	tt11089658
Whenever You're Ready	9.5	6531	tt10703532
Minecraft Epic	9.5	4030	tt10680606
The Vat of Acid Episode	9.5	16685	tt10655692
Stay	9.5	3757	tt10623542
Arigatou Merry! Yuki ni Kemuru Wakare no Umi	9.5	13484	tt1055053
Ghosts	9.5	976	tt10544282
Kobushi ni Kometa Omoi! Luffy Konshin no Gatling	9.5	14639	tt1054352
The Legend of Zelda: Tears of the Kingdom	9.5	2866	tt10471854
Persona 5 Royal	9.5	2378	tt10468596
Ein unendlicher Kreis	9.5	16002	tt10454734
Ikitai to Ie! Oretachi wa Nakama Da!!	9.5	13055	tt1044632
Let's Go Home	9.5	580	tt10433086
The Cabin	9.5	2332	tt10322330
Luffy VS Usopp! Butsukaru Otoko no Iji	9.5	4940	tt1023407
Special Little Brother vs. Failed Big Brother	9.5	1534	tt10199068
The Other Side of the Wall	9.5	29578	tt10064968
Silence	9.5	9111	tt0990611
Namae no nai kaibutsu	9.5	1683	tt0958934
Breaking Bad	9.5	2166167	tt0903747
Bang	9.5	2021	tt0885707
Make Love, Not Warcraft	9.5	9107	tt0850173
Nasty Patty/Idiot Box	9.5	1763	tt0832780
The Godfather Saga	9.5	6460	tt0809488
Final Grades	9.5	6168	tt0796550
Go	9.5	8054	tt0769383
Goodbye	9.5	727	tt0750313
Chocolate with Nuts/Mermaidman and Barnacleboy V	9.5	2337	tt0707301
Wet Painters/Krusty Krab Training Video	9.5	2026	tt0707298
Ecotone	9.5	2928	tt0701987
The Soup Nazi	9.5	7408	tt0697782
The Opposite	9.5	7108	tt0697744
The Contest	9.5	9292	tt0697679
The Real Folk Blues: Part 2	9.5	4508	tt0618980
Lucy Does a TV Commercial	9.5	1051	tt0609249
L.A. at Last!	9.5	667	tt0609239
Three Men and Adena	9.5	513	tt0604440
Jurassic Bark	9.5	6985	tt0584444
The Ski Lodge	9.5	2183	tt0582556
The Gift	9.5	5009	tt0533499
Becoming: Part 2	9.5	5231	tt0533398
Zuko Alone	9.5	7758	tt0516783
Not Fade Away	9.5	3693	tt0512875
Metal Gear Solid 3: Subsistence	9.5	2769	tt0462422
Metal Gear Solid 3: Snake Eater	9.5	11408	tt0365498
Star Wars: Knights of the Old Republic	9.5	9380	tt0356070
Radovan III	9.5	1608	tt0232503
Final Fantasy VII	9.5	11405	tt0208155
Time for Farewell! Pudding's One Last Request!	9.4	3599	tt9915898
The Final Mission From The Boss	9.4	1710	tt9789130
One Last Con	9.4	3847	tt9788424
I Can't Hear the Fireworks, Part 2/Kaguya Doesn't Want to Avoid Him	9.4	1113	tt9691254
Dimension 20	9.4	1004	tt9646546
The story of the Moriko Song, part 2	9.4	1226	tt9646002
Episode #1.10	9.4	3459	tt9595410
One Man's Determination! Katakuri's Deadly Big Fight!	9.4	3854	tt9560850
What We're Fighting For	9.4	3184	tt9535202
Aska Inan	9.4	3450	tt9482544
Episode #3.9	9.4	3955	tt9244916
For Love	9.4	3149	tt9150550
All In	9.4	8690	tt9108684
Save Me the Waltz	9.4	557	tt8924504
eXit	9.4	10818	tt8919312
Terry and Korvo Steal a Bear	9.4	2565	tt8910956
Crimson Sky	9.4	10043	tt8888610
A God Walks into Abar	9.4	10033	tt8865566
Something Unforgivable	9.4	19742	tt8772224
Chiddiya Ud	9.4	581	tt8725720
Jones Bar-B-Q	9.4	636	tt8697092
Save Lucifer	9.4	7615	tt8565638
Symbol of Peace	9.4	2701	tt8500172
Meliodas vs. The Ten Commandments	9.4	1031	tt8470404
My Hero	9.4	3447	tt8345072
The Last Drive-In with Joe Bob Briggs	9.4	1926	tt8284230
Master of the Sun	9.4	1113	tt8253242
The Beast and the Prince	9.4	1341	tt8248212
1:23:45	9.4	55678	tt8162428
A Liar! Luffy and Sanji!!	9.4	3150	tt7993942
BTS: Bon Voyage	9.4	2521	tt7866314
Transcending the Limit! Mastering Ultra Instinct!!	9.4	1949	tt7849542
Bluey	9.4	30173	tt7678620
A World Between Worlds	9.4	3602	tt7616114
Jedi Night	9.4	3820	tt7616104
Family Reunion - and Farewell	9.4	3649	tt7616072
Ask Yüzünden	9.4	3528	tt7538088
Baba Ogul	9.4	3537	tt7538068
Jake Paul	9.4	720	tt7461988
A Life in the Day	9.4	1612	tt7344002
East Blue e: Sanji Ketsui no Funade	9.4	3631	tt7329610
HalloVeen	9.4	5836	tt7233026
Terminus	9.4	2781	tt7164922
Evolution	9.4	2962	tt7164870
Çirkin Olsam Bile	9.4	619	tt7152630
Choque de Cultura	9.4	799	tt7137290
Prisoners of War	9.4	5400	tt7126670
One Minute More	9.4	1212	tt7067018
The Beginning Part 1	9.4	1288	tt7013660
Off Colors	9.4	1491	tt6893036
Lars' Head	9.4	1552	tt6833138
Rossz PC Játékok Sorozat	9.4	602	tt6801560
Formula 1	9.4	3509	tt6758316
Episode XCVIII	9.4	1095	tt6726398
First Student	9.4	833	tt6673896
Episode #1.16	9.4	624	tt6673180
Episode #1.15	9.4	620	tt6673176
Episode #1.13	9.4	618	tt6673160
Episode #1.11	9.4	613	tt6673156
Episode #1.9	9.4	1125	tt6637614
The Lost Rabbit	9.4	815	tt6616376
The Master of Kouan	9.4	861	tt6581612
The Console	9.4	724	tt6476734
Sampiyon Icin	9.4	3555	tt6451854
Fallen Angels	9.4	1218	tt6439644
Bu Sehir	9.4	3613	tt6392928
Crazy Diamond Is Unbreakable, Part 2	9.4	1954	tt6342250
Thanksgiving	9.4	3004	tt6305624
Another One Bites the Dust, Part 1	9.4	1896	tt6273932
Jennings, Elizabeth	9.4	2166	tt6268292
Episode #1.1	9.4	1456	tt6233412
Who Needs a Guy	9.4	1092	tt6145880
Islands	9.4	5096	tt6142646
Det går over	9.4	1106	tt6123984
The Company	9.4	12367	tt6056650
Sheer Heart Attack, Part 2	9.4	2006	tt6048392
Saigo no tatakai	9.4	3412	tt6045352
A Friend of the Family	9.4	780	tt6020508
The Rerun	9.4	676	tt6013888
Yoshikage Kira Just Wants to Live Quietly, Part 2	9.4	1970	tt6006306
The Copycats	9.4	775	tt5988800
That Will Be All	9.4	1725	tt5969408
Human Cake	9.4	2487	tt5953378
All Star Talent Show Extravaganza	9.4	693	tt5940252
Mindful Education	9.4	1792	tt5927028
Self Control	9.4	4934	tt5916824
Bismuth	9.4	1920	tt5914394
P.S.L.	9.4	4481	tt5880946
The Dragon and the Wolf	9.4	69514	tt5775874
The Noose	9.4	12288	tt5755998
Al Fin Cayó!	9.4	7960	tt5714408
The Disaster	9.4	626	tt5677018
Home	9.4	5780	tt5625510
All I'm Sayin'	9.4	692	tt5610916
Who's Dead?	9.4	2999	tt5563360
Don't Call Me Shurley	9.4	6641	tt5547512
Niagara: Part 2	9.4	8137	tt5541236
Heroes Always Arrive Fashionably Late	9.4	934	tt5508830
The Origins Part 1	9.4	679	tt5475554
Forever	9.4	2490	tt5465506
Trial and Execution	9.4	518	tt5461410
Ten o Utsu: Luffy Ikari no King Kong Gun	9.4	3012	tt5457002
Haki Gekitotsu: Luffy tai Doflamingo	9.4	3391	tt5261554
You Get What You Need	9.4	8285	tt5251470
Toast Can't Never Be Bread Again	9.4	4313	tt5193132
Kuuchuu Kessen: Zoro Shin Hissastsu Ougi Sakuretsu!	9.4	3554	tt5191382
